site_spp_slug,site_slug,commonName,scientificName,spp_slug,spring,summer,fall,winter,season,aou,bnc
mayo-river-state-park-zonotrichia-leucophrys,mayo-river-state-park,White-crowned Sparrow,Zonotrichia leucophrys,zonotrichia-leucophrys,3,0,3,3,3033,1728,521
cataloochee-ranch-accipiter-cooperii,cataloochee-ranch,Cooper's Hawk,Accipiter cooperii,accipiter-cooperii,4,2,4,2,4242,279,201
cataloochee-ranch-accipiter-striatus,cataloochee-ranch,Sharp-shinned Hawk,Accipiter striatus,accipiter-striatus,2,3,4,2,2342,278,200
cataloochee-ranch-aegolius-acadicus,cataloochee-ranch,Northern Saw-whet Owl,Aegolius acadicus,aegolius-acadicus,2,2,3,3,2233,705,341
cataloochee-ranch-agelaius-phoeniceus,cataloochee-ranch,Red-winged Blackbird,Agelaius phoeniceus,agelaius-phoeniceus,3,0,3,0,3030,1772,529
cataloochee-ranch-aquila-chrysaetos,cataloochee-ranch,Golden Eagle,Aquila chrysaetos,aquila-chrysaetos,1,0,1,1,1011,310,208
cataloochee-ranch-archilochus-colubris,cataloochee-ranch,Ruby-throated Hummingbird,Archilochus colubris,archilochus-colubris,4,4,4,0,4440,864,349
cataloochee-ranch-baeolophus-bicolor,cataloochee-ranch,Tufted Titmouse,Baeolophus bicolor,baeolophus-bicolor,5,5,5,5,5555,1343,397
cataloochee-ranch-bombycilla-cedrorum,cataloochee-ranch,Cedar Waxwing,Bombycilla cedrorum,bombycilla-cedrorum,4,4,4,2,4442,1525,429
cataloochee-ranch-bonasa-umbellus,cataloochee-ranch,Ruffed Grouse,Bonasa umbellus,bonasa-umbellus,2,2,2,2,2222,98,214
cataloochee-ranch-bubo-virginianus,cataloochee-ranch,Great Horned Owl,Bubo virginianus,bubo-virginianus,2,2,2,2,2222,681,335
cataloochee-ranch-buteo-jamaicensis,cataloochee-ranch,Red-tailed Hawk,Buteo jamaicensis,buteo-jamaicensis,5,5,5,4,5554,305,206
cataloochee-ranch-buteo-lineatus,cataloochee-ranch,Red-shouldered Hawk,Buteo lineatus,buteo-lineatus,0,0,2,0,0020,296,203
cataloochee-ranch-buteo-platypterus,cataloochee-ranch,Broad-winged Hawk,Buteo platypterus,buteo-platypterus,4,4,5,0,4450,298,204
cataloochee-ranch-cardinalis-cardinalis,cataloochee-ranch,Northern Cardinal,Cardinalis cardinalis,cardinalis-cardinalis,5,5,5,4,5554,1755,488
cataloochee-ranch-spinus-pinus,cataloochee-ranch,Pine Siskin,Spinus pinus,spinus-pinus,4,4,4,4,4444,1860,549
cataloochee-ranch-spinus-tristis,cataloochee-ranch,American Goldfinch,Spinus tristis,spinus-tristis,5,5,5,5,5555,1868,551
cataloochee-ranch-haemorhous-mexicanus,cataloochee-ranch,House Finch,Haemorhous mexicanus,haemorhous-mexicanus,2,2,2,2,2222,10371,544
cataloochee-ranch-haemorhous-purpureus,cataloochee-ranch,Purple Finch,Haemorhous purpureus,haemorhous-purpureus,3,0,1,2,3012,10351,543
cataloochee-ranch-cathartes-aura,cataloochee-ranch,Turkey Vulture,Cathartes aura,cathartes-aura,5,5,5,5,5555,256,153
cataloochee-ranch-catharus-fuscescens,cataloochee-ranch,Veery,Catharus fuscescens,catharus-fuscescens,4,4,4,0,4440,1450,415
cataloochee-ranch-catharus-guttatus,cataloochee-ranch,Hermit Thrush,Catharus guttatus,catharus-guttatus,2,2,4,2,2242,1454,418
cataloochee-ranch-catharus-minimus,cataloochee-ranch,Gray-cheeked Thrush,Catharus minimus,catharus-minimus,3,0,2,0,3020,1451,416
cataloochee-ranch-catharus-ustulatus,cataloochee-ranch,Swainson's Thrush,Catharus ustulatus,catharus-ustulatus,4,0,4,0,4040,1453,417
cataloochee-ranch-certhia-americana,cataloochee-ranch,Brown Creeper,Certhia americana,certhia-americana,4,4,4,3,4443,1351,401
cataloochee-ranch-megaceryle-alcyon,cataloochee-ranch,Belted Kingfisher,Megaceryle alcyon,megaceryle-alcyon,3,0,3,0,3030,912,353
cataloochee-ranch-chaetura-pelagica,cataloochee-ranch,Chimney Swift,Chaetura pelagica,chaetura-pelagica,4,4,5,0,4450,741,347
cataloochee-ranch-chordeiles-minor,cataloochee-ranch,Common Nighthawk,Chordeiles minor,chordeiles-minor,3,0,5,0,3050,709,343
cataloochee-ranch-circus-cyaneus,cataloochee-ranch,Northern Harrier,Circus cyaneus,circus-cyaneus,3,0,2,0,3020,274,199
cataloochee-ranch-coccyzus-americanus,cataloochee-ranch,Yellow-billed Cuckoo,Coccyzus americanus,coccyzus-americanus,2,2,4,0,2240,644,330
cataloochee-ranch-coccyzus-erythropthalmus,cataloochee-ranch,Black-billed Cuckoo,Coccyzus erythropthalmus,coccyzus-erythropthalmus,3,3,3,0,3330,648,329
cataloochee-ranch-colaptes-auratus,cataloochee-ranch,Northern Flicker,Colaptes auratus,colaptes-auratus,4,4,4,2,4442,979,361
cataloochee-ranch-columba-livia,cataloochee-ranch,Rock Pigeon,Columba livia,columba-livia,2,2,2,2,2222,536,319
cataloochee-ranch-contopus-cooperi,cataloochee-ranch,Olive-sided Flycatcher,Contopus cooperi,contopus-cooperi,1,1,1,0,1110,1127,364
cataloochee-ranch-contopus-virens,cataloochee-ranch,Eastern Wood-Pewee,Contopus virens,contopus-virens,2,2,2,0,2220,1132,365
cataloochee-ranch-corvus-brachyrhynchos,cataloochee-ranch,American Crow,Corvus brachyrhynchos,corvus-brachyrhynchos,5,5,5,5,5555,1296,391
cataloochee-ranch-corvus-corax,cataloochee-ranch,Common Raven,Corvus corax,corvus-corax,4,4,4,4,4444,1307,393
cataloochee-ranch-cyanocitta-cristata,cataloochee-ranch,Blue Jay,Cyanocitta cristata,cyanocitta-cristata,5,5,5,5,5555,1270,390
cataloochee-ranch-setophaga-caerulescens,cataloochee-ranch,Black-throated Blue Warbler,Setophaga caerulescens,setophaga-caerulescens,4,4,5,0,4450,1549,454
cataloochee-ranch-setophaga-castanea,cataloochee-ranch,Bay-breasted Warbler,Setophaga castanea,setophaga-castanea,3,0,4,0,3040,1568,466
cataloochee-ranch-setophaga-coronata,cataloochee-ranch,Yellow-rumped Warbler,Setophaga coronata,setophaga-coronata,5,0,5,2,5052,1550,455
cataloochee-ranch-setophaga-discolor,cataloochee-ranch,Prairie Warbler,Setophaga discolor,setophaga-discolor,3,0,3,0,3030,1565,464
cataloochee-ranch-setophaga-fusca,cataloochee-ranch,Blackburnian Warbler,Setophaga fusca,setophaga-fusca,2,2,2,0,2220,1556,460
cataloochee-ranch-setophaga-magnolia,cataloochee-ranch,Magnolia Warbler,Setophaga magnolia,setophaga-magnolia,2,0,5,0,2050,1547,452
cataloochee-ranch-setophaga-palmarum,cataloochee-ranch,Palm Warbler,Setophaga palmarum,setophaga-palmarum,2,0,4,0,2040,1567,465
cataloochee-ranch-setophaga-pensylvanica,cataloochee-ranch,Chestnut-sided Warbler,Setophaga pensylvanica,setophaga-pensylvanica,5,5,5,0,5550,1546,451
cataloochee-ranch-setophaga-petechia,cataloochee-ranch,Yellow Warbler,Setophaga petechia,setophaga-petechia,3,0,3,0,3030,1545,450
cataloochee-ranch-setophaga-striata,cataloochee-ranch,Blackpoll Warbler,Setophaga striata,setophaga-striata,2,0,1,0,2010,1569,467
cataloochee-ranch-setophaga-tigrina,cataloochee-ranch,Cape May Warbler,Setophaga tigrina,setophaga-tigrina,2,0,4,0,2040,1548,453
cataloochee-ranch-setophaga-virens,cataloochee-ranch,Black-throated Green Warbler,Setophaga virens,setophaga-virens,4,4,5,0,4450,1553,458
cataloochee-ranch-dryocopus-pileatus,cataloochee-ranch,Pileated Woodpecker,Dryocopus pileatus,dryocopus-pileatus,2,2,2,2,2222,985,362
cataloochee-ranch-dumetella-carolinensis,cataloochee-ranch,Gray Catbird,Dumetella carolinensis,dumetella-carolinensis,5,5,5,0,5550,1485,422
cataloochee-ranch-empidonax-minimus,cataloochee-ranch,Least Flycatcher,Empidonax minimus,empidonax-minimus,4,4,2,0,4420,1143,370
cataloochee-ranch-empidonax-virescens,cataloochee-ranch,Acadian Flycatcher,Empidonax virescens,empidonax-virescens,3,3,3,0,3330,1139,367
cataloochee-ranch-euphagus-carolinus,cataloochee-ranch,Rusty Blackbird,Euphagus carolinus,euphagus-carolinus,3,0,3,0,3030,1784,533
cataloochee-ranch-falco-peregrinus,cataloochee-ranch,Peregrine Falcon,Falco peregrinus,falco-peregrinus,0,0,3,0,0030,331,211
cataloochee-ranch-falco-sparverius,cataloochee-ranch,American Kestrel,Falco sparverius,falco-sparverius,3,0,2,0,3020,323,209
cataloochee-ranch-geothlypis-trichas,cataloochee-ranch,Common Yellowthroat,Geothlypis trichas,geothlypis-trichas,5,5,5,0,5550,1587,480
cataloochee-ranch-haliaeetus-leucocephalus,cataloochee-ranch,Bald Eagle,Haliaeetus leucocephalus,haliaeetus-leucocephalus,0,0,3,0,0030,270,198
cataloochee-ranch-helmitheros-vermivorum,cataloochee-ranch,Worm-eating Warbler,Helmitheros vermivorum,helmitheros-vermivorum,2,0,2,0,2020,1578,472
cataloochee-ranch-hirundo-rustica,cataloochee-ranch,Barn Swallow,Hirundo rustica,hirundo-rustica,2,0,2,0,2020,1331,389
cataloochee-ranch-hylocichla-mustelina,cataloochee-ranch,Wood Thrush,Hylocichla mustelina,hylocichla-mustelina,5,5,5,0,5550,1455,420
cataloochee-ranch-icteria-virens,cataloochee-ranch,Yellow-breasted Chat,Icteria virens,icteria-virens,3,0,3,0,3030,1618,484
cataloochee-ranch-icterus-galbula,cataloochee-ranch,Baltimore Oriole,Icterus galbula,icterus-galbula,2,0,2,0,2020,1817,540
cataloochee-ranch-junco-hyemalis,cataloochee-ranch,Dark-eyed Junco,Junco hyemalis,junco-hyemalis,5,5,5,4,5554,1730,523
cataloochee-ranch-loxia-curvirostra,cataloochee-ranch,Red Crossbill,Loxia curvirostra,loxia-curvirostra,3,3,3,3,3333,1854,545
cataloochee-ranch-megascops-asio,cataloochee-ranch,Eastern Screech-Owl,Megascops asio,megascops-asio,2,2,2,2,2222,669,334
cataloochee-ranch-melanerpes-carolinus,cataloochee-ranch,Red-bellied Woodpecker,Melanerpes carolinus,melanerpes-carolinus,5,5,5,5,5555,953,355
cataloochee-ranch-melanerpes-erythrocephalus,cataloochee-ranch,Red-headed Woodpecker,Melanerpes erythrocephalus,melanerpes-erythrocephalus,0,0,3,0,0030,940,354
cataloochee-ranch-meleagris-gallopavo,cataloochee-ranch,Wild Turkey,Meleagris gallopavo,meleagris-gallopavo,4,4,4,4,4444,110,215
cataloochee-ranch-melospiza-melodia,cataloochee-ranch,Song Sparrow,Melospiza melodia,melospiza-melodia,5,5,5,5,5555,1722,517
cataloochee-ranch-mimus-polyglottos,cataloochee-ranch,Northern Mockingbird,Mimus polyglottos,mimus-polyglottos,5,5,5,5,5555,1487,423
cataloochee-ranch-mniotilta-varia,cataloochee-ranch,Black-and-white Warbler,Mniotilta varia,mniotilta-varia,2,2,2,0,2220,1575,469
cataloochee-ranch-molothrus-ater,cataloochee-ranch,Brown-headed Cowbird,Molothrus ater,molothrus-ater,4,4,4,2,4442,1795,538
cataloochee-ranch-myiarchus-crinitus,cataloochee-ranch,Great Crested Flycatcher,Myiarchus crinitus,myiarchus-crinitus,3,3,3,0,3330,1169,375
cataloochee-ranch-pandion-haliaetus,cataloochee-ranch,Osprey,Pandion haliaetus,pandion-haliaetus,0,0,3,0,0030,2005,194
cataloochee-ranch-setophaga-americana,cataloochee-ranch,Northern Parula,Setophaga americana,setophaga-americana,2,2,2,0,2220,1543,449
cataloochee-ranch-passerculus-sandwichensis,cataloochee-ranch,Savannah Sparrow,Passerculus sandwichensis,passerculus-sandwichensis,3,0,3,3,3033,1715,508
cataloochee-ranch-passerella-iliaca,cataloochee-ranch,Fox Sparrow,Passerella iliaca,passerella-iliaca,3,0,0,3,3003,1721,516
cataloochee-ranch-passerina-cyanea,cataloochee-ranch,Indigo Bunting,Passerina cyanea,passerina-cyanea,5,5,4,0,5540,1765,493
cataloochee-ranch-pheucticus-ludovicianus,cataloochee-ranch,Rose-breasted Grosbeak,Pheucticus ludovicianus,pheucticus-ludovicianus,4,4,4,0,4440,1759,489
cataloochee-ranch-picoides-pubescens,cataloochee-ranch,Downy Woodpecker,Picoides pubescens,picoides-pubescens,5,5,5,5,5555,963,358
cataloochee-ranch-picoides-villosus,cataloochee-ranch,Hairy Woodpecker,Picoides villosus,picoides-villosus,2,2,2,2,2222,964,359
cataloochee-ranch-pipilo-erythrophthalmus,cataloochee-ranch,Eastern Towhee,Pipilo erythrophthalmus,pipilo-erythrophthalmus,4,4,4,4,4444,1689,498
cataloochee-ranch-piranga-olivacea,cataloochee-ranch,Scarlet Tanager,Piranga olivacea,piranga-olivacea,4,4,5,0,4450,1956,486
cataloochee-ranch-piranga-rubra,cataloochee-ranch,Summer Tanager,Piranga rubra,piranga-rubra,0,0,3,0,0030,1955,485
cataloochee-ranch-poecile-atricapillus,cataloochee-ranch,Black-capped Chickadee,Poecile atricapillus,poecile-atricapillus,4,4,4,4,4444,1334,394
cataloochee-ranch-poecile-carolinensis,cataloochee-ranch,Carolina Chickadee,Poecile carolinensis,poecile-carolinensis,2,2,2,2,2222,1333,396
cataloochee-ranch-quiscalus-quiscula,cataloochee-ranch,Common Grackle,Quiscalus quiscula,quiscalus-quiscula,3,0,3,0,3030,1786,536
cataloochee-ranch-regulus-calendula,cataloochee-ranch,Ruby-crowned Kinglet,Regulus calendula,regulus-calendula,4,0,4,4,4044,1403,410
cataloochee-ranch-regulus-satrapa,cataloochee-ranch,Golden-crowned Kinglet,Regulus satrapa,regulus-satrapa,4,4,4,4,4444,1402,409
cataloochee-ranch-sayornis-phoebe,cataloochee-ranch,Eastern Phoebe,Sayornis phoebe,sayornis-phoebe,2,2,2,0,2220,1154,371
cataloochee-ranch-seiurus-aurocapilla,cataloochee-ranch,Ovenbird,Seiurus aurocapilla,seiurus-aurocapilla,2,2,3,0,2230,1580,474
cataloochee-ranch-setophaga-ruticilla,cataloochee-ranch,American Redstart,Setophaga ruticilla,setophaga-ruticilla,2,0,5,0,2050,1576,470
cataloochee-ranch-sialia-sialis,cataloochee-ranch,Eastern Bluebird,Sialia sialis,sialia-sialis,2,2,2,3,2223,1428,413
cataloochee-ranch-sitta-canadensis,cataloochee-ranch,Red-breasted Nuthatch,Sitta canadensis,sitta-canadensis,4,4,4,2,4442,1347,398
cataloochee-ranch-sphyrapicus-varius,cataloochee-ranch,Yellow-bellied Sapsucker,Sphyrapicus varius,sphyrapicus-varius,2,2,2,2,2222,956,356
cataloochee-ranch-spizella-passerina,cataloochee-ranch,Chipping Sparrow,Spizella passerina,spizella-passerina,2,2,2,2,2222,1705,502
cataloochee-ranch-spizella-pusilla,cataloochee-ranch,Field Sparrow,Spizella pusilla,spizella-pusilla,2,2,2,2,2222,1707,504
cataloochee-ranch-stelgidopteryx-serripennis,cataloochee-ranch,Northern Rough-winged Swallow,Stelgidopteryx serripennis,stelgidopteryx-serripennis,3,3,3,0,3330,1326,385
cataloochee-ranch-strix-varia,cataloochee-ranch,Barred Owl,Strix varia,strix-varia,2,2,2,2,2222,696,338
cataloochee-ranch-sturnella-magna,cataloochee-ranch,Eastern Meadowlark,Sturnella magna,sturnella-magna,3,0,3,0,3030,1779,530
cataloochee-ranch-sturnus-vulgaris,cataloochee-ranch,European Starling,Sturnus vulgaris,sturnus-vulgaris,5,5,5,5,5555,1509,434
cataloochee-ranch-tachycineta-bicolor,cataloochee-ranch,Tree Swallow,Tachycineta bicolor,tachycineta-bicolor,3,0,3,0,3030,1318,384
cataloochee-ranch-thryothorus-ludovicianus,cataloochee-ranch,Carolina Wren,Thryothorus ludovicianus,thryothorus-ludovicianus,2,2,2,2,2222,1378,402
cataloochee-ranch-toxostoma-rufum,cataloochee-ranch,Brown Thrasher,Toxostoma rufum,toxostoma-rufum,3,3,3,3,3333,1492,425
cataloochee-ranch-troglodytes-aedon,cataloochee-ranch,House Wren,Troglodytes aedon,troglodytes-aedon,4,4,4,0,4440,1384,405
cataloochee-ranch-troglodytes-hiemalis,cataloochee-ranch,Winter Wren,Troglodytes hiemalis,troglodytes-hiemalis,4,4,4,2,4442,2066,406
cataloochee-ranch-turdus-migratorius,cataloochee-ranch,American Robin,Turdus migratorius,turdus-migratorius,5,5,5,4,5554,1472,421
cataloochee-ranch-oreothlypis-celata,cataloochee-ranch,Orange-crowned Warbler,Oreothlypis celata,oreothlypis-celata,3,0,0,0,3000,1536,447
cataloochee-ranch-vermivora-chrysoptera,cataloochee-ranch,Golden-winged Warbler,Vermivora chrysoptera,vermivora-chrysoptera,3,0,3,0,3030,1534,445
cataloochee-ranch-oreothlypis-peregrina,cataloochee-ranch,Tennessee Warbler,Oreothlypis peregrina,oreothlypis-peregrina,2,0,4,0,2040,1535,446
cataloochee-ranch-vermivora-cyanoptera,cataloochee-ranch,Blue-winged Warbler,Vermivora cyanoptera,vermivora-cyanoptera,3,0,3,0,3030,1533,444
cataloochee-ranch-oreothlypis-ruficapilla,cataloochee-ranch,Nashville Warbler,Oreothlypis ruficapilla,oreothlypis-ruficapilla,3,0,3,0,3030,1537,448
cataloochee-ranch-vireo-griseus,cataloochee-ranch,White-eyed Vireo,Vireo griseus,vireo-griseus,0,0,3,0,0030,1233,435
cataloochee-ranch-vireo-olivaceus,cataloochee-ranch,Red-eyed Vireo,Vireo olivaceus,vireo-olivaceus,2,2,2,0,2220,1257,441
cataloochee-ranch-vireo-philadelphicus,cataloochee-ranch,Philadelphia Vireo,Vireo philadelphicus,vireo-philadelphicus,0,0,1,0,0010,1256,440
cataloochee-ranch-vireo-solitarius,cataloochee-ranch,Blue-headed Vireo,Vireo solitarius,vireo-solitarius,4,4,4,0,4440,1250,437
cataloochee-ranch-cardellina-canadensis,cataloochee-ranch,Canada Warbler,Cardellina canadensis,cardellina-canadensis,4,4,2,0,4420,1602,483
cataloochee-ranch-setophaga-citrina,cataloochee-ranch,Hooded Warbler,Setophaga citrina,setophaga-citrina,2,2,3,0,2230,1600,481
cataloochee-ranch-cardellina-pusilla,cataloochee-ranch,Wilson's Warbler,Cardellina pusilla,cardellina-pusilla,1,0,1,0,1010,1601,482
cataloochee-ranch-zenaida-macroura,cataloochee-ranch,Mourning Dove,Zenaida macroura,zenaida-macroura,5,5,5,5,5555,556,322
cataloochee-ranch-zonotrichia-albicollis,cataloochee-ranch,White-throated Sparrow,Zonotrichia albicollis,zonotrichia-albicollis,5,0,4,5,5045,1726,520
crowder-district-park-accipiter-cooperii,crowder-district-park,Cooper's Hawk,Accipiter cooperii,accipiter-cooperii,3,3,2,2,3322,279,201
crowder-district-park-accipiter-striatus,crowder-district-park,Sharp-shinned Hawk,Accipiter striatus,accipiter-striatus,3,0,2,3,3023,278,200
crowder-district-park-actitis-macularius,crowder-district-park,Spotted Sandpiper,Actitis macularius,actitis-macularius,3,3,3,0,3330,397,244
crowder-district-park-agelaius-phoeniceus,crowder-district-park,Red-winged Blackbird,Agelaius phoeniceus,agelaius-phoeniceus,2,2,2,4,2224,1772,529
crowder-district-park-aix-sponsa,crowder-district-park,Wood Duck,Aix sponsa,aix-sponsa,4,4,4,4,4444,31,162
crowder-district-park-anas-platyrhynchos,crowder-district-park,Mallard,Anas platyrhynchos,anas-platyrhynchos,2,2,2,2,2222,37,165
crowder-district-park-archilochus-colubris,crowder-district-park,Ruby-throated Hummingbird,Archilochus colubris,archilochus-colubris,5,5,5,0,5550,864,349
crowder-district-park-ardea-alba,crowder-district-park,Great Egret,Ardea alba,ardea-alba,3,3,3,0,3330,227,138
crowder-district-park-ardea-herodias,crowder-district-park,Great Blue Heron,Ardea herodias,ardea-herodias,5,5,5,5,5555,224,136
crowder-district-park-baeolophus-bicolor,crowder-district-park,Tufted Titmouse,Baeolophus bicolor,baeolophus-bicolor,5,5,5,5,5555,1343,397
crowder-district-park-bombycilla-cedrorum,crowder-district-park,Cedar Waxwing,Bombycilla cedrorum,bombycilla-cedrorum,4,0,0,4,4004,1525,429
crowder-district-park-branta-canadensis,crowder-district-park,Canada Goose,Branta canadensis,branta-canadensis,4,4,4,4,4444,22,161
crowder-district-park-bubo-virginianus,crowder-district-park,Great Horned Owl,Bubo virginianus,bubo-virginianus,4,4,4,4,4444,681,335
crowder-district-park-buteo-jamaicensis,crowder-district-park,Red-tailed Hawk,Buteo jamaicensis,buteo-jamaicensis,5,5,5,5,5555,305,206
crowder-district-park-buteo-lineatus,crowder-district-park,Red-shouldered Hawk,Buteo lineatus,buteo-lineatus,4,4,4,4,4444,296,203
crowder-district-park-buteo-platypterus,crowder-district-park,Broad-winged Hawk,Buteo platypterus,buteo-platypterus,3,3,3,0,3330,298,204
crowder-district-park-butorides-virescens,crowder-district-park,Green Heron,Butorides virescens,butorides-virescens,4,4,2,0,4420,238,144
crowder-district-park-antrostomus-carolinensis,crowder-district-park,Chuck-will's-widow,Antrostomus carolinensis,antrostomus-carolinensis,2,2,3,0,2230,718,345
crowder-district-park-antrostomus-vociferus,crowder-district-park,Eastern Whip-poor-will,Antrostomus vociferus,antrostomus-vociferus,2,2,2,0,2220,724,346
crowder-district-park-cardinalis-cardinalis,crowder-district-park,Northern Cardinal,Cardinalis cardinalis,cardinalis-cardinalis,5,5,5,5,5555,1755,488
crowder-district-park-spinus-pinus,crowder-district-park,Pine Siskin,Spinus pinus,spinus-pinus,3,0,0,3,3003,1860,549
crowder-district-park-spinus-tristis,crowder-district-park,American Goldfinch,Spinus tristis,spinus-tristis,5,5,5,5,5555,1868,551
crowder-district-park-haemorhous-mexicanus,crowder-district-park,House Finch,Haemorhous mexicanus,haemorhous-mexicanus,4,4,4,5,4445,10371,544
crowder-district-park-haemorhous-purpureus,crowder-district-park,Purple Finch,Haemorhous purpureus,haemorhous-purpureus,3,0,1,3,3013,10351,543
crowder-district-park-cathartes-aura,crowder-district-park,Turkey Vulture,Cathartes aura,cathartes-aura,5,5,5,5,5555,256,153
crowder-district-park-catharus-fuscescens,crowder-district-park,Veery,Catharus fuscescens,catharus-fuscescens,2,0,2,0,2020,1450,415
crowder-district-park-catharus-guttatus,crowder-district-park,Hermit Thrush,Catharus guttatus,catharus-guttatus,4,0,4,4,4044,1454,418
crowder-district-park-catharus-minimus,crowder-district-park,Gray-cheeked Thrush,Catharus minimus,catharus-minimus,3,0,2,0,3020,1451,416
crowder-district-park-catharus-ustulatus,crowder-district-park,Swainson's Thrush,Catharus ustulatus,catharus-ustulatus,2,0,2,0,2020,1453,417
crowder-district-park-certhia-americana,crowder-district-park,Brown Creeper,Certhia americana,certhia-americana,2,0,2,2,2022,1351,401
crowder-district-park-megaceryle-alcyon,crowder-district-park,Belted Kingfisher,Megaceryle alcyon,megaceryle-alcyon,4,4,4,4,4444,912,353
crowder-district-park-chaetura-pelagica,crowder-district-park,Chimney Swift,Chaetura pelagica,chaetura-pelagica,5,5,5,0,5550,741,347
crowder-district-park-coccothraustes-vespertinus,crowder-district-park,Evening Grosbeak,Coccothraustes vespertinus,coccothraustes-vespertinus,1,0,0,1,1001,1875,552
crowder-district-park-coccyzus-americanus,crowder-district-park,Yellow-billed Cuckoo,Coccyzus americanus,coccyzus-americanus,2,4,4,0,2440,644,330
crowder-district-park-colaptes-auratus,crowder-district-park,Northern Flicker,Colaptes auratus,colaptes-auratus,4,4,4,4,4444,979,361
crowder-district-park-columba-livia,crowder-district-park,Rock Pigeon,Columba livia,columba-livia,4,4,4,4,4444,536,319
crowder-district-park-contopus-virens,crowder-district-park,Eastern Wood-Pewee,Contopus virens,contopus-virens,5,5,5,0,5550,1132,365
crowder-district-park-coragyps-atratus,crowder-district-park,Black Vulture,Coragyps atratus,coragyps-atratus,2,2,2,2,2222,255,152
crowder-district-park-corvus-brachyrhynchos,crowder-district-park,American Crow,Corvus brachyrhynchos,corvus-brachyrhynchos,5,5,5,5,5555,1296,391
crowder-district-park-corvus-ossifragus,crowder-district-park,Fish Crow,Corvus ossifragus,corvus-ossifragus,5,5,5,3,5553,1304,392
crowder-district-park-cyanocitta-cristata,crowder-district-park,Blue Jay,Cyanocitta cristata,cyanocitta-cristata,5,5,5,5,5555,1270,390
crowder-district-park-setophaga-caerulescens,crowder-district-park,Black-throated Blue Warbler,Setophaga caerulescens,setophaga-caerulescens,5,0,5,0,5050,1549,454
crowder-district-park-setophaga-castanea,crowder-district-park,Bay-breasted Warbler,Setophaga castanea,setophaga-castanea,1,0,2,0,1020,1568,466
crowder-district-park-setophaga-coronata,crowder-district-park,Yellow-rumped Warbler,Setophaga coronata,setophaga-coronata,5,0,5,4,5054,1550,455
crowder-district-park-setophaga-discolor,crowder-district-park,Prairie Warbler,Setophaga discolor,setophaga-discolor,5,5,4,0,5540,1565,464
crowder-district-park-setophaga-dominica,crowder-district-park,Yellow-throated Warbler,Setophaga dominica,setophaga-dominica,5,5,4,0,5540,1557,461
crowder-district-park-setophaga-fusca,crowder-district-park,Blackburnian Warbler,Setophaga fusca,setophaga-fusca,3,0,2,0,3020,1556,460
crowder-district-park-setophaga-magnolia,crowder-district-park,Magnolia Warbler,Setophaga magnolia,setophaga-magnolia,2,0,4,0,2040,1547,452
crowder-district-park-setophaga-palmarum,crowder-district-park,Palm Warbler,Setophaga palmarum,setophaga-palmarum,4,0,4,3,4043,1567,465
crowder-district-park-setophaga-pensylvanica,crowder-district-park,Chestnut-sided Warbler,Setophaga pensylvanica,setophaga-pensylvanica,3,0,4,0,3040,1546,451
crowder-district-park-setophaga-petechia,crowder-district-park,Yellow Warbler,Setophaga petechia,setophaga-petechia,4,0,4,0,4040,1545,450
crowder-district-park-setophaga-pinus,crowder-district-park,Pine Warbler,Setophaga pinus,setophaga-pinus,5,5,5,5,5555,1563,462
crowder-district-park-setophaga-striata,crowder-district-park,Blackpoll Warbler,Setophaga striata,setophaga-striata,5,0,3,0,5030,1569,467
crowder-district-park-setophaga-tigrina,crowder-district-park,Cape May Warbler,Setophaga tigrina,setophaga-tigrina,3,0,4,0,3040,1548,453
crowder-district-park-setophaga-virens,crowder-district-park,Black-throated Green Warbler,Setophaga virens,setophaga-virens,2,0,4,0,2040,1553,458
crowder-district-park-dryocopus-pileatus,crowder-district-park,Pileated Woodpecker,Dryocopus pileatus,dryocopus-pileatus,2,2,2,2,2222,985,362
crowder-district-park-dumetella-carolinensis,crowder-district-park,Gray Catbird,Dumetella carolinensis,dumetella-carolinensis,5,5,5,0,5550,1485,422
crowder-district-park-empidonax-virescens,crowder-district-park,Acadian Flycatcher,Empidonax virescens,empidonax-virescens,2,2,2,0,2220,1139,367
crowder-district-park-euphagus-carolinus,crowder-district-park,Rusty Blackbird,Euphagus carolinus,euphagus-carolinus,3,0,3,2,3032,1784,533
crowder-district-park-geothlypis-trichas,crowder-district-park,Common Yellowthroat,Geothlypis trichas,geothlypis-trichas,5,5,5,3,5553,1587,480
crowder-district-park-helmitheros-vermivorum,crowder-district-park,Worm-eating Warbler,Helmitheros vermivorum,helmitheros-vermivorum,4,0,4,0,4040,1578,472
crowder-district-park-hirundo-rustica,crowder-district-park,Barn Swallow,Hirundo rustica,hirundo-rustica,2,2,2,0,2220,1331,389
crowder-district-park-hylocichla-mustelina,crowder-district-park,Wood Thrush,Hylocichla mustelina,hylocichla-mustelina,5,5,4,0,5540,1455,420
crowder-district-park-icteria-virens,crowder-district-park,Yellow-breasted Chat,Icteria virens,icteria-virens,5,5,5,0,5550,1618,484
crowder-district-park-icterus-galbula,crowder-district-park,Baltimore Oriole,Icterus galbula,icterus-galbula,2,0,4,0,2040,1817,540
crowder-district-park-icterus-spurius,crowder-district-park,Orchard Oriole,Icterus spurius,icterus-spurius,5,5,1,0,5510,1804,539
crowder-district-park-junco-hyemalis,crowder-district-park,Dark-eyed Junco,Junco hyemalis,junco-hyemalis,5,0,5,5,5055,1730,523
